rank,PetID,tier,proba_slow,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description,Type_str,Breed1_str,Gender_str,Color1_str,MaturitySize_str,FurLength_str,Vaccinated_str,Sterilized_str,Health_str,age_group,has_photo,is_group,Fee_is_free,has_name,tier_order,predicted_slow,y_true_str,n_words_original,n_words_rewritten,description_original,description_rewritten,has_rewritten_description,length_delta_words
294,ab385bfae,High,0.549220395846705,0,Female Puppies With Labrador Looks,1,4,307,2,2,2,1,1,2,1,2,0,8.0,Brandy and Baileys. 2 playful female puppies. There is clearly some Labrador in the mix. See pictures. Very cute. Rescued from the streets of KL and now been taken care of in my home. Until they get adopted.,Dog,Mixed Breed,Female,Brown,Medium,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,1,True,Slow,,,,,False,
295,67888f9fc,High,0.5491197656663,0,Save ME OR I'll Die #42,1,12,307,3,2,2,2,3,3,1,2,0,4.0,"PLEASE RESCUE/ADOPT ME FROM KLANG POUND OR I WILL BE PUT TO DEATH BY THIS WEEK, 28/3/10. I don't want to die,and I will love you immensely for saving me. Help!!! Please call ----------------------------------------------------- Adoption Procedure: This dog has been caught by Majlis Perbandaran Klang, and if nobody comes forward to adopt it, it will be euthanized within a few days. Even owned dogs are also often caught, and the owners are not aware for it. Those wishing to adopt this pet from Klang Dog Pound, please follow the procedures below: 1. Drive to Pusat Kurungan Haiwan Lebuh Sultan Muhammad Kawasan Perindustrian Bandar Sultan Sulaiman Pelabuhan Klang Tel : (For Sat & Sun, opening hours are 8am - 12pm) 2. Secure a Borang Permohonan Tuntutan Anjing, Selepas Tempoh 7 hari. Complete it & ensure it is endorsed by the relevant officier & stamped with relevant chop. 3. Provide a photostated copy of your Identification Card or Passport with each application * policies & requirements stiffen day by day * Advisable to provide a copy of IC/Passport per application (Just in case) * Secure extra application if there is any inkling of additional adoption. * Don't expect any leniency (Even we committee members, slaves & beggars don't have any unless OK by big guy) 4. Please be compassionate. Put yourself in their shoes: locked inside knowing its over. THEY DO KNOW. 5. I have seen them wasted much close to D days. Don't tell me they didn't undergo heightened enxiety & despair in anticipation of the end. What's worse their owners never came for them. Directions to Klang Dog Pound ================================ 1) Use Kesas Highway 2) Head for North Port till you see the signboard that writes ""Melbourne 14 Days"", then turn Right 3) Keep Left and turn Left at traffic light 4) Stay beside flyover and turn Right at immediate traffic light 5) Drive towards Sultan Sulaiman Industrial Estate 6) Go up first set of flyover 7) Keep Left till you see Pusat Kurungan Haiwan signboard 8) Turn Left 9) Drive on till you see gravel road work beside retention pond at the right 10) Turn in and turn Right till you reach a blue-roofed pound",Dog,Mixed Breed,Mixed,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,Young Adult (7-24m),True,True,True,True,1,True,Slow,,,,,False,
296,b9005c792,High,0.5490955491173327,0,1 Puppy For Adoption,1,5,307,2,1,2,2,2,1,1,1,0,1.0,"Part of a litter, 1 remaining puppy both mischievous and lively. Knows basic commands, ""sit"" & ""hand"" Potential adopter should vaccinate, deworm and spay the puppy at their own cost.",Dog,Mixed Breed,Female,Black,Medium,Medium,No,Yes,Healthy,Puppy/Kitten (0-6m),True,False,True,True,1,True,Slow,,,,,False,
297,fb53fe33d,High,0.549047865858689,1,The Prince!,1,10,307,1,1,2,1,1,1,1,1,0,6.0,The prince has a shinny coat.,Dog,Mixed Breed,Male,Black,Medium,Short,Yes,Yes,Healthy,Young Adult (7-24m),True,False,True,True,1,True,Fast,,,,,False,
298,118c1147c,High,0.5490297584277768,0,,1,72,307,1,4,3,2,1,1,1,1,200,1.0,Good dog,Dog,Mixed Breed,Male,Yellow,Large,Medium,Yes,Yes,Healthy,Adult/Senior (25+m),True,False,False,False,1,True,Slow,,,,,False,
299,1925aff9d,High,0.5490257301714946,0,Blackie,1,3,307,2,1,2,1,3,3,1,1,0,17.0,"I found cute obedient Blackie abandoned at nearby market.Immediately I brought her back to my place and provide her with food, water, and clean shelter. She is very healthy and playful, especially with people and her dog friends. Hopefully she can find a home and receive the love she deserves. Her location is at Tronoh, Perak but outstation adoption can be arranged. If you think you could be the one, please contact me at via PM.",Dog,Mixed Breed,Female,Black,Medium,Short,Not Sure,Not Sure,Healthy,Puppy/Kitten (0-6m),True,False,True,True,1,True,Slow,,,,,False,
300,1e011d469,High,0.5488452988060648,1,Michi,2,36,266,1,1,1,1,2,2,2,1,0,5.0,"Michi was found badly injured two weeks ago, with two big dog bites going through his fur, into his chestbox, very close to his lung and spine, with an serious infectious process going on, in a farm some hours away from KK. Neglecting him would have meant leave him to a slow and painful death. I looked after the cat, and his recovery's been great, but still under antibiotic as the biggest holes hasn't sealed completely, hopefully he'll be healed by the end of this week. I am a traveler, and I must leave Malaysia as my visa expires. We've come all the way to KK to find a real home for him, as I am not allowed to cross into other country with the cat. Michi is male, small size, half-short tailed, about 3 years old, and healthy (no skin deseases). He is quiet, sweet, adorable, not picky with his food, and most importantly LOW MAINTAINANCE. It's hard for me to leave him, as he's the most caring thing I have seen in cats. We had great adventures: we hitch-hiked for two days from somewhere near Tawau, to get here. So you can add ""well traveled"" to his qualities. I must leave KK by Sat 11th Aug. Still after this date, please contact me, as I may not have found a place for him. Do you think you can give him a second chance? You can also help by sending this page to your friends Have a look at more pictures of Michi Terima Kasih!",Cat,Domestic Short Hair,Male,Black,Small,Short,No,No,Minor Injury,Adult/Senior (25+m),True,False,True,True,1,True,Fast,256.0,82.0,"Michi was found badly injured two weeks ago, with two big dog bites going through his fur, into his chestbox, very close to his lung and spine, with an serious infectious process going on, in a farm some hours away from KK. Neglecting him would have meant leave him to a slow and painful death. I looked after the cat, and his recovery's been great, but still under antibiotic as the biggest holes hasn't sealed completely, hopefully he'll be healed by the end of this week. I am a traveler, and I must leave Malaysia as my visa expires. We've come all the way to KK to find a real home for him, as I am not allowed to cross into other country with the cat. Michi is male, small size, half-short tailed, about 3 years old, and healthy (no skin deseases). He is quiet, sweet, adorable, not picky with his food, and most importantly LOW MAINTAINANCE. It's hard for me to leave him, as he's the most caring thing I have seen in cats. We had great adventures: we hitch-hiked for two days from somewhere near Tawau, to get here. So you can add ""well traveled"" to his qualities. I must leave KK by Sat 11th Aug. Still after this date, please contact me, as I may not have found a place for him. Do you think you can give him a second chance? You can also help by sending this page to your friends Have a look at more pictures of Michi Terima Kasih!","Michi is a small, three-year-old male Domestic Short Hair cat with short black fur. He sustained minor injuries two weeks ago from dog bites, which required ongoing antibiotic treatment. Michi is currently not vaccinated or sterilized. Despite this, he has made a remarkable recovery. He is a quiet and sweet cat with no particular food preferences. Michi is a well-traveled cat, having recently traveled from near Tawau. He is seeking a loving, low-maintenance home before I must leave KK by August 11th.",True,-174.0
301,4cfd0fac0,High,0.548731439846827,0,Mohawk,1,18,307,1,2,2,1,1,1,1,1,0,6.0,"In June,,Mohawk was trapped.Never in his life was he ever confined or looked at 2 feet away by crowd of inquisitive eyes with hostility.Worst still, he was struck on the skull ended up with a medusa shaped wound with raw flesh exposed ( Pic 2 ). Naturally, He was very traumatised. Could we blamed him for behaving aggressively to all near his cage. He was just trying to frighten intruders away to save his own skin. How else ? He is an animal & confined in a cage amidst a crowd of milling people.He was to be euthanized but SAS thought otherwise. It took us 4 months for him to trust us.We named him Mohawk. His colouring is like an Red Indian with a band of white against rich brown diagonally across his neck.His ears are upright.His chest is white & he has white socks too with a bushy tail. Furthermore, he moves as if he is on a hunt. Mohawk is not aggressive at all. Infact, he plays like a child. All our Ketum dogs play like kids. They don't play in any aggressive manners. For a time , he likes to come near & lift the kennel hand's skirt.He loves his name & pricks up his ears whenever called. 2 teenagers lads told their dad he looks like a film star. Indeed, he does & wants him. Mohawk ia a beauty who must have space & one who cares enough to build up a bond with him. When you do , you willbe proud of him for he will give you presence.",Dog,Mixed Breed,Male,Brown,Medium,Short,Yes,Yes,Healthy,Young Adult (7-24m),True,False,True,True,1,True,Slow,,,,,False,
302,a77045d3b,High,0.5487210434252866,1,KITTY,2,8,243,2,1,2,2,2,2,1,1,0,1.0,THIS POOR KITTY IS HAS BEEN ADOPTED ONCE BUT THEY SEND HER BACK....I FEEL SAD THAT NO ONE WANT HER. HOPE THAT SOMEONE CAN ADOPT HER AND GIVE LOVE TO HER.,Cat,American Shorthair,Female,Black,Medium,Medium,No,No,Healthy,Young Adult (7-24m),True,False,True,True,1,True,Fast,31.0,57.0,THIS POOR KITTY IS HAS BEEN ADOPTED ONCE BUT THEY SEND HER BACK....I FEEL SAD THAT NO ONE WANT HER. HOPE THAT SOMEONE CAN ADOPT HER AND GIVE LOVE TO HER.,"Kitty is a medium-sized, eight-month-old female American Shorthair cat with black fur. She has been previously adopted but returned to the shelter. Despite this experience, Kitty is a healthy cat and ready for a loving home. She would thrive in a patient and understanding environment where she can slowly build trust and receive the affection she deserves.",True,26.0
303,faa62a75b,High,0.5487185925918447,0,Rocky & Rocky Zai,1,37,307,1,1,3,1,1,1,1,2,0,2.0,very friendly dog~~,Dog,Mixed Breed,Male,Black,Large,Short,Yes,Yes,Healthy,Adult/Senior (25+m),True,True,True,True,1,True,Slow,,,,,False,
304,09e9110e2,High,0.5486817845347058,0,Romeo,1,15,307,1,2,2,1,3,3,1,1,0,4.0,Frindly to both human and dogs but alert guard dog that bark at strangers.,Dog,Mixed Breed,Male,Brown,Medium,Short,Not Sure,Not Sure,Healthy,Young Adult (7-24m),True,False,True,True,1,True,Slow,,,,,False,
305,62b8390e7,High,0.5486720126721201,0,"Katey, Snow",2,3,266,2,1,1,1,2,3,2,1,0,0.0,Sorry i don't have their photo.. I want to give away this cat because i cannot keep them anymore. My mom always say please give them away.. I so sad to give them away i hope there are pet lover who want to care my cat. I don't want their from far away i just want from Taman Lestari Putra (LEP)4-7. I can C.O.D to your house but i need 2 days cause on the first day i want to go and see where is your house were.. and the second day i will send to your house.. Who want my cat please contact me on-Nadira THANK YOU Reason: 1. I want to go to your house everyday to see my cat. 2.I want to see you can keep it right or not..,Cat,Domestic Short Hair,Female,Black,Small,Short,No,Not Sure,Minor Injury,Puppy/Kitten (0-6m),False,False,True,True,1,True,Slow,133.0,79.0,Sorry i don't have their photo.. I want to give away this cat because i cannot keep them anymore. My mom always say please give them away.. I so sad to give them away i hope there are pet lover who want to care my cat. I don't want their from far away i just want from Taman Lestari Putra (LEP)4-7. I can C.O.D to your house but i need 2 days cause on the first day i want to go and see where is your house were.. and the second day i will send to your house.. Who want my cat please contact me on-Nadira THANK YOU Reason: 1. I want to go to your house everyday to see my cat. 2.I want to see you can keep it right or not..,"Katey, a small, three-month-old black Domestic Short Hair cat, is looking for a loving home. She was found as a kitten and has a minor injury. Katey is not yet vaccinated or sterilized, and her status regarding sterilization is currently unknown. Nadira is hoping to find a local adopter within the Taman Lestari Putra (LEP) 4-7 area who can provide her with the care she needs. She desires the opportunity to visit potential homes and ensure a good match.",True,-54.0
306,8693c4e7f,High,0.5486401381217623,1,Ohno é¿ä¸,1,12,307,2,5,2,1,1,1,1,1,0,2.0,"Ohno has been found near my office. She is a very cute, adorable cream color puppy with white-paws which Chinese call it : Stepping on the Snow. We are trying to look for her a lovely home. Anyone who wish to give Ohno a home and love, please email to:  ,com or SMS to Tell us you name, place, and whether u agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to stay in ""pet allowed"" property. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog.",Dog,Mixed Breed,Female,Cream,Medium,Short,Yes,Yes,Healthy,Young Adult (7-24m),True,False,True,True,1,True,Fast,,,,,False,
307,a72a34bdf,High,0.5485871605049923,0,"Mok, Awang, Enot",2,23,266,3,1,2,1,2,1,1,3,100,11.0,Mok was born in JB on 31st August while Awang (the only male) and Enot were found in Selayang on the same week. I raised them form born until today and they were healthy from day 1. I love them so much because they are so easy to look after and very loving. The reason I have to let them go is because I've just recently moved to an apartment and it's not fair for them as they don't have much space to play around and I'm also getting married soon. My future wife doesn't like cat. I really hope that they will get a new owner who'll love them just like I do. They can't be separated as they love each other.,Cat,Domestic Short Hair,Mixed,Black,Medium,Short,No,Yes,Healthy,Young Adult (7-24m),True,True,False,True,1,True,Slow,123.0,85.0,Mok was born in JB on 31st August while Awang (the only male) and Enot were found in Selayang on the same week. I raised them form born until today and they were healthy from day 1. I love them so much because they are so easy to look after and very loving. The reason I have to let them go is because I've just recently moved to an apartment and it's not fair for them as they don't have much space to play around and I'm also getting married soon. My future wife doesn't like cat. I really hope that they will get a new owner who'll love them just like I do. They can't be separated as they love each other.,"Mok, Awang, and Enot are a bonded trio of domestic short hair cats. This mixed-gender group, 23 months old, is black and medium in size with short fur. They were raised together from birth and are currently healthy. Due to a recent move to an apartment and upcoming marriage, their current owners need to find them a loving home where they can thrive. These affectionate cats enjoy spending time with their bonded companions and would benefit from a home with plenty of space to play.",True,-38.0
