rank,PetID,tier,proba_slow,y_proba,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description
477,6df1895ea,High,0.5324781168963084,0.4675218831036916,0,,2,1,299,3,5,1,1,2,2,1,3,0,0.0,These kittens' mommy died in a car accident. I am now fostering them while waiting for someone who are kind enough to give them a good loving home
478,ee93b2d47,High,0.532467846637816,0.467532153362184,0,Angelina,1,8,128,2,2,2,1,1,1,1,1,0,8.0,Angelina is very playful and active. Pls call for more details.
479,d21ed8b84,High,0.5324135805686393,0.4675864194313607,0,Cola,1,4,307,2,2,2,1,1,2,1,1,0,1.0,Lovely puppy looking for home sweet home. Commitment to spay is compulsory. If u are intetested to adopt pls contact Rachel
480,f29aeba4e,High,0.5323861594016016,0.4676138405983984,0,,2,12,306,1,1,1,1,3,3,2,1,0,1.0,"I found this cat while her hand was broken. So I took him to veterinary. he is getting better now. I want to ask you if you are looking for a kitty to adopt, you can keep him. He is very cute. Because I am living alone and I can't keep any pets, I am looking for someone to take care of him. You will be given cat foods, cat bed and some toys for free."
481,3536e1efd,High,0.5322698060432625,0.4677301939567375,1,Save Me Or I'll Die #20,1,12,307,1,1,2,2,3,3,1,1,0,2.0,"PLEASE RESCUE/ADOPT ME FROM KLANG POUND OR I WILL BE PUT TO DEATH BY THIS WEEK, 14/3/10. I don't want to die,and I will love you immensely for saving me. Help!!! Please call ----------------------------------------------------- Adoption Procedure: This dog has been caught by Majlis Perbandaran Klang, and if nobody comes forward to adopt it, it will be euthanized within a few days. Even owned dogs are also often caught, and the owners are not aware for it. Those wishing to adopt this pet from Klang Dog Pound, please follow the procedures below: 1. Drive to Pusat Kurungan Haiwan Lebuh Sultan Muhammad Kawasan Perindustrian Bandar Sultan Sulaiman Pelabuhan Klang Tel : (For Sat & Sun, opening hours are 8am - 12pm) 2. Secure a Borang Permohonan Tuntutan Anjing, Selepas Tempoh 7 hari. Complete it & ensure it is endorsed by the relevant officier & stamped with relevant chop. 3. Provide a photostated copy of your Identification Card or Passport with each application * policies & requirements stiffen day by day * Advisable to provide a copy of IC/Passport per application (Just in case) * Secure extra application if there is any inkling of additional adoption. * Don't expect any leniency (Even we committee members, slaves & beggars don't have any unless OK by big guy) 4. Please be compassionate. Put yourself in their shoes: locked inside knowing its over. THEY DO KNOW. 5. I have seen them wasted much close to D days. Don't tell me they didn't undergo heightened enxiety & despair in anticipation of the end. What's worse their owners never came for them."
482,40501d365,High,0.532052252372836,0.46794774762716396,0,"Oli, Shadoh, Peanut",1,3,307,2,1,2,1,1,2,1,3,0,1.0,"Oli is still with me, still so adorable, friendly and very very smart! Please help her find a good & loving home. I leave the country in 2 weeks and if I can't find her a home then I'd have to hand her over to an animal shelter. Feel free to contact me at any time. We can arrange a meet-up somewhere public so you can meet her in advance before deciding. Much love, Shakira and Oli ------------------------------------------------------- Hey guys, I have 3 adorable mixed breed female puppies, Shadoh the little black one, Oli and Peanut are white with black patches. They were found motherless and hungry on the streets by a friend. I've had them since 14th Feb (a week now) and will care for them till I find them good homes. They have been de-wormed and vaccinated and I have the vaccination cards as proof. They are not spayed as I don't think it is necessary. I have a 5 year old Golden Retriever that isn't spayed and is perfect, I may spay her in the near future to prevent ovarian cancer. I am leaving the choice up to the adopt-ers. Peanut is a sweetheart, timid, quiet and loves food; Oli is full of energy, curious, loving and very friendly, she was the first to approach my big Retriever; Shadoh is slightly smaller in size, fun and adventurous and also very loving and friendly. Shadoh and Oli always play together and are inseparable so I'm hoping these two could be adopted by one home. But 3 separate homes are more than welcome too. They are all so loving and cheeky. I am HOPING to have them house trained by the time one of you chooses to adopt them. I'm looking for caring dog lovers with families to care for these lil' cuties. I would love to keep them for myself but am leaving the country by the end of March. So PLEASE contact me(calls preferred) if you are interested. We can set up a meeting for you to meet them in person before deciding. Much love, Shakira, Oli, Shadoh and Peanut Bangsar, KL."
483,146005aa0,High,0.5317627905891815,0.4682372094108185,0,Cooper,1,7,307,1,1,2,2,2,2,1,1,0,1.0,"Introducing Cooper!!! He's a mixed breed Male around 7-8 months old. He's cute, affectionate and like to get attention from people. He's easy to to train as he has been staying with people before. Cooper is your perfect guard dog due to his alert nature. If you interested to give Cooper a home before this X'mas, please give Wen Jing a call. Her contact number is, thanks! biggrin.gif"
484,dd5f7e678,High,0.5317031486182637,0.46829685138173627,1,"Fiona,Snow & Baby",2,12,266,3,6,2,2,1,1,1,3,0,10.0,"Introducing my furkids (Fiona,Snow & Baby)!They are happily stayed with me for almost 1 year.. I'm very happy to see them grow up healthy and having their fun time everyday in front of my eyes!Love them damn much!!I'm proud of having opportunities to raising them up plus they cheer my day!!"
485,77d395a82,High,0.5316965682562644,0.4683034317437356,0,Rani,1,4,307,2,1,2,1,3,3,1,1,0,2.0,Lovely puppy looking for a forever home. If u are interested to afopt pls contact Rachel
486,0d4750032,High,0.5316208254026377,0.46837917459736234,1,Foxy,1,12,307,2,2,2,2,3,3,1,1,0,8.0,"I found Foxy wandering around my area, I heard from the workers at the nearby shop that she was dumped by her owners. She's very friendly and lovable, toilet trained, knows how to walk on leash, timid, and beautiful! She's almost small size with short legs and very small head with cute light brown eyes. She's looking for a forever home asap!"
487,cad25c91b,High,0.5315537916938082,0.46844620830619177,0,Kikopup,1,3,307,2,2,2,1,1,2,1,1,0,30.0,"Kikopup is a very lively, happy, cheeky, farnie puppy that is so adorable it melts your heart just looking at her! * There is no adoption fee. However a neutering deposit of RM is required."
488,c8d2ed523,High,0.5313720235639459,0.4686279764360541,0,Bulat,2,27,265,2,3,3,2,1,3,1,1,0,1.0,Bulat is Putih's sister. I called her Bulat since she had a round large eyes. My husband had rescued her along with her mother since she still attached with her mother. I love her so much. I hope the new owner will take care of her like I did..
489,fea8ba32e,High,0.531256791790448,0.468743208209552,0,Zoey,2,19,266,2,1,2,1,1,1,1,1,0,2.0,"有人可以給孩子們一個家嗎？ 剛剛在Setia Walk Puchong救的,如果不救他们会受风吹雨打，晚上还要见鬼（酒鬼） 有養貓經驗者優先....... Whatsapp"
490,cc6de6d19,High,0.5312562035596766,0.4687437964403234,0,Yuri,2,29,266,2,1,2,1,3,1,2,1,0,1.0,Was a stray cat. Yuri needs an owner :)
491,3df923a0e,High,0.5311862318436926,0.4688137681563073,1,Baby,1,5,307,2,2,2,1,2,2,1,1,0,1.0,"Baby is an estimated 5-6 months old mongrel puppy who had 3 other siblings born on the streets. She & her siblings were left outside on the streets and the puppies were crying. I took them in and have been looking for people to adopt them. Currently, Baby and her sister are the only puppies left now. She has not been vaccinated yet and should be vaccinated if she gets adopted. Health wise, she is healthy and lively. Loves to play and can be a little reserved with strangers she is not familiar with."
492,9598a1528,High,0.5311758678885086,0.4688241321114914,0,,2,0,266,2,1,1,1,2,2,1,6,0,0.0,"Six kitten, still with the mother, it's in the mamak shop, I'm just paying small fundings to look after them, soon they need to be adopted or the condo management will throw them at rubbish so if anyone wants to adopt this kittens kindly contact me or text me,, serious adopters needed no time wastes. Thx. I will try my best to support,"
493,d3077e6b1,High,0.531161401367823,0.46883859863217703,0,Puppy Squad!,1,3,307,3,2,2,1,2,2,1,7,15,14.0,These puppies were rescued from an abandon building where drug addicts were squatting there... We are in urgent need for adopters or volunteer fosters. In the group there are 4 females and 3 males. We are going to get them vaccinated soon once they have passed the quarantine period. Which is why we are charging RM15 to cover the vaccine cost. We gave all of them a good bath and applied tick prevention for all of them..so they are clean and smell amazing now! The puppies are friendly and adorable. Please share if you cant adopt! :)
494,365f29337,High,0.5311191873385557,0.4688808126614444,1,,1,2,307,2,1,2,1,3,3,1,1,0,1.0,"Lovely 2 mths young pup, play fetch, understand command "" NO/Sit/Wait, toilet train. active happy pup. She is very adorable; very smart, learn tricks fast.Not sure which breed as my friend found on the street. Anyone interested, Please call me or Joanne."
495,0a0e8c15b,High,0.5310274951923528,0.46897250480764713,0,Fenny,1,5,307,2,1,2,2,1,2,1,1,0,2.0,"Fenny was rescued from Old Klang Rd market when she was only 2 months old and I have fostered her since then. She is 5 mths old now and I hope she can get a good home. She looks like a mixed breed of local mongrel and Dalmation. She is a very quiet girl and does not make too much noise, that makes her a very good companion for children or elderly couple. Please call Mrs Lai of Paws Mission for more adoption details."
496,59c9f850a,High,0.5309803796934598,0.46901962030654015,0,Brownie,1,11,307,1,2,3,1,2,2,1,1,0,1.0,Likes to lye down and observe happenings but does not close eyes. Very alert and good reflex.Loving to other pets and very curious just about anything. Must hug at least once a day or keeps following you until you hug him.
497,f60ee7233,High,0.5306259612457802,0.46937403875421985,0,Saver,1,3,307,1,1,1,1,3,3,1,1,0,1.0,This dog is so cute.. Very active and smart... We saw in the street last week... But i cant find the owner.. Then i decided to bring home ... But sadly i got one dog already.. My dog dont want to eat and fighting with the stray dog... That is why i decided to give to somebody who can look after him well..
498,248c027cb,High,0.5305730954594543,0.46942690454054575,0,,1,6,307,2,1,2,2,1,1,1,1,0,4.0,Found her wandering on the street. As per vet they are about 6 months old.She has a very good temperament and healthy.We would like her to go to a good home without chaining or put in the cages for long hours. Precautions must be taken into consideration if the gate opens for the car to move in and out of the house. Interested pls call Carol or Adeline
